gene	cpm_P1	cpm_P2	cpm_C1	P1_C1_log2FC	P1_C1_pvalue	P1_C1_padj	P2_C1_log2FC	P2_C1_pvalue	P2_C1_padj
ZNF598	15.7	20.4	20.5	-0.23	0.003387	0.009164	0.03	0.6702	0.7484
NPW	8.5	6.2	5.4	0.24	0.001948	0.005596	0.08	0.2524	0.3463
SLC9A3R2	112.9	112.1	168	-0.53	4.032e-23	6.07e-22	-0.49	4.978e-21	5.441e-20
NTHL1	15.5	11.9	15.9	-0.02	0.7605	0.8363	-0.19	0.0127	0.0268
TSC2	22.7	21.1	22.6	0	0.9986	0.999	-0.03	0.7245	0.7926
PKD1	29.6	39	27.9	0.06	0.4392	0.5636	0.4	3.988e-09	2.095e-08
SNHG19	10.6	9.3	16.1	-0.31	0.0001102	0.0004055	-0.37	1.891e-06	7.446e-06
TRAF7	66.2	69.2	67.5	-0.03	0.6367	0.7389	0.07	0.2081	0.2954
MLST8	59.8	55.7	63.2	-0.07	0.2333	0.346	-0.1	0.07949	0.1322
PGP	65.1	62.7	93.9	-0.46	2.902e-13	2.65e-12	-0.46	1.181e-13	8.756e-13
E4F1	10.6	9.2	8.6	0.13	0.09266	0.1625	0.07	0.3766	0.4768
ECI1	19.2	21.4	22.7	-0.16	0.04054	0.08095	-0.02	0.7889	0.8433
RNPS1	126.8	137.7	153.3	-0.26	2.839e-07	1.5e-06	-0.1	0.04362	0.0791
AC009065.4	3.5	2.7	3.5	0	0.9973	0.998	-0.07	0.2888	0.3852
CCNF	11.9	12.7	15.7	-0.21	0.007222	0.018	-0.13	0.08644	0.142
TEDC2	6.1	6.3	8.9	-0.2	0.008481	0.02071	-0.17	0.02604	0.05032
TBC1D24	6.5	7.3	6.9	-0.03	0.6794	0.7737	0.05	0.4792	0.5777
ATP6V0C	142.1	163.2	124.8	0.16	0.001094	0.003333	0.41	2.742e-17	2.55e-16
AMDHD2	7.7	9.9	9.1	-0.1	0.1984	0.3044	0.08	0.3051	0.4032
PDPK1	28.7	29.1	32.5	-0.13	0.07454	0.1355	-0.07	0.3027	0.4005
AC093525.6	2	5.7	1.4	0.06	0.238	0.3511	0.4	2.487e-11	1.566e-10
AC093525.7	0.7	1.4	1	-0.03	0.3793	0.5051	0.05	0.2434	0.3366
KCTD5	29.6	26.6	19	0.41	2.157e-08	1.294e-07	0.36	1.003e-06	4.093e-06
SRRM2	225	218.8	227.3	-0.02	0.6109	0.7174	-0.01	0.854	0.8927
ELOB	844.9	825.7	820.2	0.03	0.1668	0.2647	0.05	0.02628	0.05071
ZG16B	3.7	7.3	0.5	0.31	5.505e-10	3.837e-09	0.62	1.827e-26	2.465e-25
FLYWCH2	104.3	83.1	72.7	0.45	2.231e-15	2.338e-14	0.21	0.0001452	0.0004428
FLYWCH1	21.8	24.5	12.6	0.44	8.694e-09	5.424e-08	0.59	6.688e-16	5.714e-15
PKMYT1	15.8	16.3	31.6	-0.64	5.936e-17	6.834e-16	-0.58	2.378e-15	1.962e-14
PAQR4	12.2	10.4	18.2	-0.32	5.858e-05	0.0002251	-0.4	2.033e-07	8.995e-07
TNFRSF12A	670.1	772.4	846.3	-0.34	1.742e-24	2.763e-23	-0.08	0.005864	0.01345
HCFC1R1	128.5	99.2	237.6	-0.83	2.163e-55	8.597e-54	-1.11	4.15e-91	2.479e-89
THOC6	15.3	10.9	21.8	-0.3	0.0001096	0.0004032	-0.52	1.148e-11	7.371e-11
MMP25-AS1	7.6	3.5	3.6	0.32	8.529e-06	3.718e-05	0.01	0.8977	0.926
IL32	4.2	2.9	0.8	0.33	8.2e-10	5.632e-09	0.23	3.876e-06	1.475e-05
ZNF213-AS1	4.2	4.6	5.3	-0.09	0.2041	0.3115	-0.04	0.567	0.6597
ZNF205	10.7	15	12.7	-0.12	0.1361	0.2234	0.16	0.03769	0.06973
ZNF213	6.2	6.4	5.7	0.04	0.5589	0.6735	0.08	0.2699	0.3646
AC108134.2	3.9	4.4	3.5	0.03	0.6106	0.7173	0.09	0.1474	0.2219
ZNF200	5.1	7.7	6	-0.07	0.3122	0.4346	0.15	0.03583	0.06664
ZNF263	12.1	12.8	10.2	0.11	0.1603	0.2561	0.18	0.01419	0.0296
TIGD7	3.8	4.6	2.6	0.11	0.07812	0.1409	0.19	0.001998	0.005043
ZNF75A	16.8	13.7	12.8	0.21	0.007755	0.01915	0.08	0.2697	0.3644
ZSCAN32	4.5	5	4.2	0.03	0.7097	0.7972	0.09	0.2002	0.2865
AC025283.2	1.1	1.2	1.3	-0.02	0.6301	0.733	0	0.9371	0.9553
ZNF174	10.5	8.1	8.5	0.13	0.09825	0.1706	-0.01	0.9537	0.9665
ZNF597	2	2.6	1.6	0.04	0.4719	0.593	0.11	0.042	0.07665
NAA60	33	36.8	28.4	0.15	0.03685	0.07475	0.31	3.415e-06	1.306e-05
CLUAP1	12.4	13.8	10.7	0.1	0.205	0.3126	0.21	0.004616	0.01082
SLX4	8.7	8.6	6.6	0.15	0.04701	0.09208	0.17	0.02008	0.0399
DNASE1	6.2	4.4	5.3	0.07	0.3441	0.4686	-0.06	0.398	0.4986
TRAP1	30.7	28.9	37.8	-0.22	0.001541	0.004538	-0.24	0.0004288	0.001217
CREBBP	33.3	28.3	32.9	0.01	0.8919	0.9303	-0.12	0.09884	0.159
ADCY9	7.7	8.2	9.5	-0.13	0.1083	0.185	-0.06	0.4225	0.5234
TFAP4	4.5	2.8	4.4	0.01	0.8667	0.9128	-0.13	0.04421	0.07997
GLIS2	13.7	18.7	12.5	0.07	0.3903	0.5154	0.35	2.253e-06	8.818e-06
PAM16	49.7	56.3	42.6	0.17	0.008809	0.02139	0.37	2.929e-09	1.554e-08
CORO7	0.9	1.6	1.7	-0.09	0.04707	0.09217	0	0.9543	0.9669
VASN	60.4	55.6	88.2	-0.47	2.919e-13	2.664e-12	-0.52	2.397e-16	2.099e-15
DNAJA3	20.7	22.9	21.3	-0.03	0.6946	0.7849	0.1	0.1483	0.2229
NMRAL1	37.9	36.2	54.1	-0.41	6.651e-10	4.603e-09	-0.41	1.245e-10	7.394e-10
HMOX2	45.3	50.3	51.7	-0.16	0.01516	0.03471	0.01	0.8544	0.8931
CDIP1	25.5	24.9	8.7	0.83	7.732e-28	1.434e-26	0.86	7.414e-31	1.161e-29
UBALD1	32.6	32.9	26.4	0.21	0.003892	0.01041	0.26	0.0001366	0.0004185
MGRN1	33	42.9	27.5	0.18	0.01101	0.02613	0.52	7.777e-15	6.21e-14
NUDT16L1	16.5	20.3	17.5	-0.06	0.4947	0.615	0.17	0.02656	0.05115
ANKS3	13.9	15.1	12.3	0.08	0.2834	0.4029	0.18	0.01457	0.03029
ZNF500	8	6.2	5.4	0.19	0.01004	0.02411	0.08	0.2524	0.3463
ROGDI	21.9	24.7	19.2	0.12	0.1273	0.2116	0.27	0.0001913	0.0005719
GLYR1	29.3	32	33.1	-0.13	0.07537	0.1366	0	0.9361	0.9548
UBN1	68	65.1	63.2	0.08	0.1708	0.2695	0.08	0.1654	0.244
NAGPA	9.1	8.7	9.3	-0.02	0.8448	0.8972	-0.01	0.8424	0.8843
ALG1	13.7	14.6	14.4	-0.04	0.601	0.7089	0.05	0.566	0.6588
EEF2KMT	18.5	15.6	20.3	-0.09	0.2625	0.3792	-0.19	0.01116	0.02388
RBFOX1	0.7	1.6	0.9	-0.03	0.4606	0.583	0.07	0.09108	0.1482
METTL22	46.9	50.6	31.8	0.41	5.464e-10	3.813e-09	0.56	2.644e-18	2.574e-17
ABAT	0.6	2.1	0.4	0.02	0.6134	0.7191	0.18	1.621e-05	5.666e-05
TMEM186	4.3	3.3	4.4	-0.01	0.8928	0.931	-0.09	0.1866	0.2701
PMM2	20.6	18.3	23	-0.11	0.1711	0.2698	-0.17	0.02295	0.04496
CARHSP1	88.8	77	150.6	-0.69	1.823e-33	4.105e-32	-0.82	6.856e-47	1.748e-45
USP7	31.9	29.2	33.7	-0.06	0.3987	0.5235	-0.11	0.1227	0.1908
C16orf72	47.7	53.4	46.5	0.02	0.7443	0.8239	0.2	0.001089	0.002896
ATF7IP2	1.8	5.3	0.8	0.11	0.01312	0.03052	0.44	4.71e-15	3.814e-14
EMP2	56	61.1	64.8	-0.18	0.00511	0.01319	-0.02	0.7102	0.7804
NUBP1	11.2	10.4	13.2	-0.12	0.1315	0.2173	-0.14	0.0719	0.1215
DEXI	50.5	48.8	55.9	-0.13	0.04819	0.09402	-0.12	0.065	0.1116
CLEC16A	9.8	12.6	12.1	-0.15	0.06297	0.1174	0.06	0.4647	0.5638
RMI2	7	10.9	16.6	-0.58	5.504e-13	4.914e-12	-0.28	0.0002132	0.0006328
SOCS1	3.2	4	6.4	-0.27	0.000154	0.0005521	-0.18	0.012	0.02553
LITAF	33.7	58.3	22.5	0.4	4.325e-08	2.516e-07	1.07	1.43e-60	4.931e-59
SNN	9.1	8.2	10.5	-0.09	0.2402	0.3535	-0.13	0.0947	0.1532
TXNDC11	18	19.3	20.6	-0.12	0.1257	0.2096	-0.02	0.7944	0.8476
ZC3H7A	33.9	33	34.1	-0.01	0.8937	0.9318	0.01	0.9235	0.9456
AC010654.1	4	3.3	3.3	0.07	0.309	0.4311	0.01	0.8136	0.8626
RSL1D1	76.8	85.5	90.5	-0.21	0.0004801	0.001573	-0.02	0.6981	0.7707
AC007216.4	0.6	1	1.1	-0.06	0.1143	0.1933	-0.01	0.7687	0.8269
GSPT1	118.5	108.2	133.7	-0.17	0.001607	0.004703	-0.23	1.104e-05	3.945e-05
SNX29	19.8	19.2	29.3	-0.37	8.346e-07	4.193e-06	-0.36	5.784e-07	2.431e-06
CPPED1	22.7	23.6	29.9	-0.27	0.0002846	0.0009741	-0.19	0.006896	0.01551
ERCC4	14.2	11.7	14.6	-0.03	0.7339	0.8161	-0.14	0.07162	0.1212
MKL2	10.6	10.7	11.2	-0.04	0.6662	0.7635	0	0.9872	0.9922
MIR193BHG	15.6	10.6	13.4	0.12	0.1366	0.2241	-0.14	0.07486	0.1257
PARN	14.9	14.7	15.2	-0.02	0.7749	0.8469	0.01	0.9478	0.9622
BFAR	61.7	63.5	55.8	0.11	0.06847	0.1259	0.2	0.0006744	0.001855
NOMO1	10.5	9.5	8.3	0.15	0.05771	0.1092	0.11	0.1388	0.2112
NPIPA1	2.6	2.9	3.3	-0.06	0.3023	0.4243	-0.02	0.6872	0.7622
PDXDC1	57.6	51.6	52.2	0.11	0.08136	0.1462	0.03	0.5816	0.6723
NTAN1	129.9	125.9	142.9	-0.13	0.007983	0.01963	-0.12	0.01515	0.03131
RRN3	15.3	17.4	13.7	0.09	0.2683	0.3856	0.23	0.002397	0.005957
C16orf45	35.1	26.7	24.1	0.37	1.803e-07	9.757e-07	0.14	0.04969	0.08837
MARF1	17	18.6	15.4	0.08	0.3312	0.4548	0.19	0.01075	0.02314
NDE1	31.1	24	32	-0.04	0.6445	0.7452	-0.25	0.0004483	0.001268
AC026401.3	2.6	2.1	2.2	0.03	0.5605	0.6747	0	0.9943	0.9966
FOPNL	32.8	33.1	38	-0.16	0.02014	0.04446	-0.11	0.1192	0.1862
ABCC1	29.7	34.1	14.6	0.63	3.178e-17	3.716e-16	0.82	1.141e-30	1.763e-29
NOMO3	1.4	1.7	1.1	0.03	0.5063	0.6266	0.07	0.1432	0.2167
AC138969.1	1.5	2.9	2	-0.04	0.4018	0.5267	0.1	0.07442	0.125
XYLT1	35.5	33.7	29.8	0.18	0.01068	0.02546	0.17	0.01265	0.02671
NOMO2	4.5	4.5	3.3	0.1	0.1228	0.2055	0.12	0.06112	0.1058
RPS15A	930.1	991.5	847.4	0.12	5.569e-06	2.491e-05	0.26	7.086e-24	8.802e-23
ARL6IP1	70.1	60.4	81.1	-0.2	0.009362	0.02258	-0.32	1.225e-05	4.355e-05
SMG1	53.2	56.5	57.1	-0.09	0.1797	0.2807	0.03	0.5857	0.6759
TMC7	3	3.4	1.9	0.1	0.07594	0.1375	0.15	0.007822	0.01736
COQ7	9.7	8.5	8.1	0.1	0.1798	0.2809	0.05	0.4627	0.5617
ITPRIPL2	23.1	22.9	18.8	0.18	0.01727	0.03892	0.21	0.003729	0.008913
GDE1	58.2	62.7	52.4	0.12	0.05767	0.1092	0.26	1.179e-05	4.204e-05
CCP110	12.6	11.1	15.4	-0.15	0.05075	0.09811	-0.21	0.004828	0.01126
VPS35L	27.1	22.2	27.7	-0.02	0.7435	0.8232	-0.17	0.01568	0.0322
KNOP1	27.4	26.4	26	0.05	0.5118	0.6318	0.05	0.4427	0.5432
IQCK	5.1	5.8	5.8	-0.06	0.4018	0.5267	0.01	0.8488	0.8889
GPRC5B	0.3	0.5	2.5	-0.23	5.771e-07	2.945e-06	-0.21	1.06e-05	3.795e-05
THUMPD1	25.9	22.3	21.3	0.18	0.01567	0.03575	0.08	0.2719	0.3667
ERI2	4.6	5	6	-0.12	0.1047	0.1798	-0.06	0.3598	0.4594
REXO5	3.1	2.6	3.5	-0.04	0.5443	0.6607	-0.07	0.2628	0.3572
DCUN1D3	10	11.8	8.1	0.12	0.1142	0.1932	0.27	0.000353	0.001016
LYRM1	33.2	32.3	27.2	0.2	0.005703	0.01453	0.22	0.001681	0.004316
TMEM159	27.2	31.7	19	0.33	9.658e-06	4.176e-05	0.53	9.125e-14	6.831e-13
METTL9	248	213.6	258.4	-0.07	0.09751	0.1695	-0.21	9.569e-08	4.371e-07
NPIPB4	1.7	1.3	1.7	0	0.9485	0.9678	-0.03	0.4954	0.5933
UQCRC2	34.5	38.4	34	0.01	0.8693	0.9148	0.18	0.008269	0.01828
MOSMO	7.7	10.5	7.6	0	0.9414	0.963	0.23	0.002577	0.006353
EEF2K	16.1	14.1	18.3	-0.11	0.1647	0.2619	-0.18	0.01697	0.03454
POLR3E	13.7	15.5	12.1	0.08	0.2711	0.389	0.21	0.004489	0.01054
CDR2	16	16.7	20.2	-0.2	0.009515	0.02293	-0.13	0.07937	0.1321
NPIPB5	6.5	6.5	6.5	0	0.9726	0.9822	0.01	0.806	0.8564
USP31	4.9	5.9	7.5	-0.2	0.007551	0.01874	-0.1	0.1886	0.2724
COG7	11	12.3	11.6	-0.04	0.6132	0.7191	0.07	0.3573	0.4568
AC008915.2	14	12.2	14.1	-0.01	0.9195	0.9474	-0.08	0.3017	0.3992
GGA2	13	11.3	13.3	-0.02	0.8388	0.8926	-0.09	0.2727	0.3676
EARS2	8.8	8.5	9.6	-0.05	0.5023	0.6228	-0.04	0.557	0.6505
UBFD1	35.8	40	35.8	0	0.979	0.9871	0.16	0.01212	0.02576
NDUFAB1	157.6	151.8	140.8	0.15	0.002593	0.007218	0.16	0.001207	0.003189
PALB2	5.1	6.2	5.5	-0.04	0.5855	0.6961	0.07	0.2948	0.3919
DCTN5	34.6	45.5	37	-0.08	0.2777	0.3967	0.27	2.086e-05	7.175e-05
PLK1	48.2	43.7	62	-0.31	9.833e-05	0.0003645	-0.36	2.14e-06	8.392e-06
RBBP6	59.4	54.3	55.8	0.07	0.2729	0.3911	0.01	0.8473	0.8881
TNRC6A	35.3	39.9	38.4	-0.1	0.1725	0.2716	0.09	0.1782	0.2597
ARHGAP17	52.2	58.5	54.3	-0.05	0.4177	0.5427	0.13	0.03636	0.06753
LCMT1	53.4	46.9	47.9	0.12	0.06058	0.1138	0.02	0.7362	0.7999
ZKSCAN2	3.8	4.4	2.7	0.1	0.09412	0.1645	0.17	0.005323	0.01232
AC008741.2	1.7	0.9	0.7	0.1	0.01393	0.03221	0.02	0.4866	0.5852
KDM8	1.8	1.4	1.8	0	0.9466	0.9665	-0.04	0.4144	0.5152
NSMCE1	35.1	37.2	49.1	-0.38	1.962e-08	1.181e-07	-0.27	3.302e-05	0.0001104
IL4R	8.2	12.1	15.6	-0.44	4.459e-08	2.589e-07	-0.16	0.03486	0.06508
IL21R	1.1	4.3	3.5	-0.23	5.413e-05	0.0002096	0.08	0.2178	0.3066
GTF3C1	28.5	28.9	30.7	-0.08	0.2713	0.3892	-0.02	0.7618	0.8221
KIAA0556	6.6	10.4	7.6	-0.07	0.3212	0.4442	0.22	0.003841	0.009162
XPO6	42.8	55	51.2	-0.21	0.001755	0.005097	0.13	0.04008	0.07358
CLN3	1.4	1.2	1.3	0.01	0.7789	0.8495	0	0.9604	0.9712
NUPR1	154.5	236.8	146	0.07	0.2493	0.3643	0.71	4.166e-34	7.319e-33
SGF29	5.7	4.9	6.9	-0.1	0.1904	0.2937	-0.14	0.05468	0.09602
EIF3C	5.7	8.8	5.7	0	0.98	0.9878	0.25	0.000486	0.001367
ATXN2L	44.6	47.9	43.8	0.01	0.8738	0.9178	0.15	0.01873	0.03758
TUFM	80	86.1	110.2	-0.41	8.712e-13	7.67e-12	-0.26	1.506e-06	6.011e-06
SH2B1	18	17.9	16.1	0.09	0.2452	0.3592	0.12	0.0991	0.1594
ATP2A1-AS1	11.1	9.1	17.7	-0.36	6.701e-06	2.968e-05	-0.46	2.859e-09	1.517e-08
RABEP2	20.2	19.4	17.6	0.12	0.1237	0.2068	0.12	0.1038	0.1657
NFATC2IP	20	24.3	24.5	-0.19	0.0136	0.03151	0.03	0.6754	0.7521
SPNS1	22.5	27.9	24.9	-0.1	0.2	0.3064	0.15	0.03132	0.05915
LAT	1.6	1.9	0.7	0.1	0.02351	0.05085	0.13	0.002436	0.006042
BOLA2-SMG1P6	18.9	20.5	12.4	0.33	2.171e-05	8.899e-05	0.44	3.676e-09	1.936e-08
QPRT	0.2	0.5	4.2	-0.39	1.315e-13	1.231e-12	-0.36	3.274e-11	2.036e-10
KIF22	32.2	30.5	37.3	-0.16	0.0236	0.05101	-0.17	0.01265	0.02671
MAZ	129.4	115.7	109	0.21	7.942e-05	0.0002988	0.12	0.01754	0.03559
AC009133.1	2.7	1.8	2	0.07	0.2607	0.3773	-0.01	0.8052	0.856
PRRT2	3	1	3.2	-0.02	0.774	0.8463	-0.21	7.814e-05	0.0002476
PAGR1	37.2	26.4	39.5	-0.07	0.309	0.4311	-0.38	3.333e-08	1.598e-07
MVP	39.6	43.7	40.6	-0.03	0.6416	0.7427	0.13	0.04237	0.0772
CDIPT	96.5	89	71.4	0.37	1.683e-10	1.218e-09	0.32	7.636e-09	3.903e-08
SEZ6L2	27	39.8	9.6	0.83	9.482e-28	1.746e-26	1.29	7.876e-72	3.351e-70
ASPHD1	17.6	19.1	18.2	-0.03	0.7153	0.8014	0.08	0.2976	0.395
KCTD13	13.4	15.7	10.3	0.18	0.01943	0.04315	0.34	6.602e-06	2.432e-05
TMEM219	325.4	359.8	294	0.13	0.0004722	0.001548	0.32	1.073e-17	1.017e-16
TAOK2	21.9	29.5	20.5	0.06	0.4261	0.5508	0.39	3.937e-08	1.874e-07
HIRIP3	14.5	13.4	20.1	-0.28	0.0004179	0.001384	-0.3	6.934e-05	0.0002213
INO80E	53.5	61.7	68.4	-0.3	2.188e-06	1.035e-05	-0.07	0.2112	0.2991
AC093512.2	2.1	2.8	2.2	-0.01	0.8947	0.9325	0.07	0.2146	0.3031
ALDOA	401.5	358.3	427.1	-0.09	0.01676	0.03796	-0.18	1.5e-06	5.985e-06
PPP4C	155.5	147.6	171.2	-0.14	0.003023	0.008267	-0.15	0.000792	0.002155
YPEL3	48.5	33.1	40.4	0.2	0.002356	0.006635	-0.18	0.01073	0.0231
AC012645.1	1.8	1.3	2	-0.02	0.7871	0.8557	-0.06	0.2248	0.3151
GDPD3	1	0.8	1.3	-0.04	0.3967	0.5215	-0.05	0.2501	0.3437
MAPK3	39.7	33	42.4	-0.08	0.2436	0.3575	-0.23	0.0005768	0.001604
CORO1A	1.1	1.3	1.3	-0.03	0.5454	0.6615	0	0.8815	0.9137
BOLA2B	7.5	10.4	7.1	0.03	0.7174	0.8028	0.25	0.0007714	0.002103
CD2BP2	46.3	44.1	53.4	-0.17	0.008193	0.02008	-0.17	0.005009	0.01165
TBC1D10B	27.9	29.8	25.3	0.09	0.21	0.3187	0.2	0.003907	0.009308
ZNF48	4.6	6.5	3.6	0.08	0.2287	0.3408	0.26	0.0001948	0.0005811
SEPT1	4.8	3.8	4.8	0	0.9885	0.9933	-0.08	0.2792	0.3749
ZNF771	33.2	27.6	26.7	0.22	0.002386	0.006706	0.07	0.2821	0.3778
DCTPP1	35.1	43.7	38.2	-0.1	0.1678	0.266	0.19	0.002678	0.006573
SEPHS2	48.2	51.4	40.1	0.2	0.002045	0.005838	0.33	1.451e-07	6.513e-07
ZNF768	12.5	12.2	11.7	0.04	0.6209	0.7261	0.06	0.4406	0.5411
ZNF747	5	5.7	3.5	0.13	0.05932	0.1117	0.2	0.002365	0.005884
ZNF764	2.2	3.6	2.8	-0.06	0.3458	0.47	0.09	0.1391	0.2116
ZNF688	18.3	17	19.6	-0.06	0.4075	0.5321	-0.09	0.2377	0.33
ZNF785	5.9	6.5	4.9	0.08	0.2525	0.3678	0.14	0.03704	0.06867
ZNF689	6.4	7.3	6	0.03	0.7087	0.7963	0.12	0.1037	0.1655
PRR14	18	19.4	18.8	-0.04	0.6241	0.7282	0.07	0.3824	0.4828
FBRS	26.3	31.4	24.2	0.08	0.2898	0.4101	0.3	1.776e-05	6.179e-05
AC093249.6	4.3	2.8	3.5	0.07	0.3177	0.4406	-0.06	0.3539	0.4536
SRCAP	5.3	6.9	6.6	-0.11	0.1442	0.2347	0.04	0.5713	0.6636
PHKG2	17.4	18.1	18	-0.03	0.7013	0.79	0.04	0.604	0.6918
CCDC189	6.7	7.2	5.1	0.12	0.09219	0.1617	0.18	0.01187	0.02529
RNF40	39.8	41.9	46.6	-0.18	0.007017	0.01754	-0.07	0.2485	0.3422
ZNF629	14.8	16.5	14.3	0.02	0.7861	0.8551	0.15	0.04961	0.08826
BCL7C	188.6	173.8	221.7	-0.23	2.352e-07	1.255e-06	-0.28	8.4e-11	5.05e-10
MIR762HG	1.6	1.6	1.7	-0.01	0.8156	0.8761	-0.01	0.8149	0.8631
CTF1	2.8	2.6	3.5	-0.07	0.3002	0.4218	-0.07	0.2628	0.3572
FBXL19	5.5	6.5	4.6	0.07	0.3108	0.433	0.17	0.01277	0.0269
ORAI3	18.9	13.8	14.8	0.2	0.01084	0.02578	-0.02	0.7739	0.8314
SETD1A	8.8	9.6	9.8	-0.07	0.395	0.5199	0.01	0.8473	0.8881
HSD3B7	7.4	6.5	18.2	-0.63	5.031e-15	5.157e-14	-0.68	3.981e-18	3.845e-17
STX1B	2.9	3	4.8	-0.17	0.01163	0.02746	-0.15	0.03074	0.05822
STX4	35	35.9	43.2	-0.24	0.0005968	0.001923	-0.16	0.01532	0.03162
ZNF668	14.1	16	14.3	-0.02	0.8539	0.9035	0.12	0.1035	0.1654
ZNF646	6.5	6.4	5.4	0.08	0.2628	0.3795	0.09	0.1765	0.2575
VKORC1	53.3	42.3	42.8	0.24	0.0001226	0.0004483	0.03	0.6518	0.7339
BCKDK	67.4	73.1	80	-0.22	0.0003601	0.001208	-0.06	0.2661	0.3606
KAT8	8.9	9.4	12.8	-0.24	0.00204	0.005825	-0.19	0.0148	0.0307
FUS	190.3	163.5	232.7	-0.28	1.551e-07	8.483e-07	-0.42	2.485e-16	2.174e-15
PYCARD	47.7	44	76.4	-0.56	7.959e-18	9.588e-17	-0.61	2.045e-21	2.276e-20
AC026471.1	5.2	4.2	4	0.1	0.1486	0.2403	0.04	0.6036	0.6915
ARMC5	5.2	4.1	5.4	-0.02	0.7511	0.8282	-0.1	0.1616	0.2394
TGFB1I1	148.7	136	161.3	-0.11	0.02089	0.04583	-0.17	0.0002711	0.000793
C16orf58	17.4	18.6	17.2	0.01	0.9057	0.9386	0.1	0.1754	0.2561
ZNF720	10.6	13.6	11	-0.03	0.7284	0.8115	0.18	0.01938	0.03872
ZNF267	6.2	8.3	6.5	-0.03	0.7432	0.823	0.15	0.03831	0.07071
SHCBP1	24.5	20.6	38.8	-0.48	5.034e-11	3.823e-10	-0.6	2.698e-17	2.513e-16
VPS35	63.4	67.8	76	-0.23	0.0002316	0.0008044	-0.09	0.1101	0.1741
ORC6	18.7	15.7	21.9	-0.14	0.06323	0.1178	-0.25	0.0007845	0.002136
C16orf87	30.5	31.2	22.4	0.3	4.78e-05	0.0001865	0.37	1.565e-07	7.003e-07
GPT2	16	19.8	9.8	0.35	6.653e-06	2.949e-05	0.57	2.591e-14	2.007e-13
DNAJA2	45.5	50.3	55.9	-0.24	0.0002024	0.0007095	-0.08	0.2152	0.3039
NETO2	34.9	39	8.9	1.14	2.805e-52	1.04e-50	1.31	4.132e-74	1.825e-72
ITFG1	41.1	43.2	45.3	-0.11	0.0921	0.1617	-0.01	0.9305	0.9506
PHKB	43.8	42.3	27.7	0.48	3.053e-12	2.573e-11	0.49	1.487e-13	1.094e-12
LONP2	44.7	49.2	42	0.06	0.3225	0.4453	0.22	0.0004189	0.001191
SIAH1	21.1	22.6	19.8	0.05	0.4889	0.6094	0.16	0.03086	0.05843
N4BP1	17.7	20.7	20.1	-0.12	0.1448	0.2356	0.06	0.3952	0.4957
ZNF423	4.4	7.8	0.7	0.36	2.038e-11	1.597e-10	0.65	4.011e-27	5.535e-26
CNEP1R1	14	12.4	12	0.11	0.1547	0.2489	0.06	0.4655	0.5646
HEATR3	13.6	12.1	16.4	-0.15	0.05666	0.1076	-0.21	0.007237	0.0162
TENT4B	10.3	11.3	21.3	-0.57	8.233e-13	7.253e-12	-0.48	4.012e-10	2.277e-09
ADCY7	22.1	19.6	22.8	-0.03	0.6896	0.7814	-0.1	0.1658	0.2446
BRD7	63.8	63.6	64.6	-0.02	0.7169	0.8025	0.03	0.6578	0.7386
CYLD	27.3	35.3	30.5	-0.12	0.1134	0.1922	0.19	0.004015	0.009538
SALL1	0.2	2.2	7.6	-0.66	1.418e-25	2.359e-24	-0.45	1.529e-10	8.996e-10
HNRNPA1P48	11.3	8.3	9.6	0.1	0.1733	0.2728	-0.06	0.4132	0.5141
CHD9	65.6	61.2	52.7	0.26	3.096e-05	0.0001242	0.22	0.000242	0.0007121
RBL2	31.7	23.8	25.2	0.22	0.001904	0.005482	-0.02	0.8272	0.873
AKTIP	23.3	19.5	18.4	0.21	0.006008	0.01526	0.09	0.2455	0.339
RPGRIP1L	22.9	24.2	28.9	-0.23	0.001987	0.005696	-0.14	0.05357	0.09435
FTO	23.9	25.1	30.2	-0.23	0.001499	0.004427	-0.15	0.0406	0.07439
IRX3	31.2	63.5	26	0.18	0.01274	0.02976	1.03	1.421e-54	4.378e-53
CRNDE	182.5	174.9	165.4	0.12	0.007106	0.01774	0.12	0.005999	0.01371
IRX5	6.7	5.5	19.9	-0.76	9.901e-21	1.366e-19	-0.83	2.203e-26	2.962e-25
MMP2	410.7	202.4	257	0.63	1.137e-46	3.485e-45	-0.28	4.367e-09	2.284e-08
LPCAT2	1.3	13.3	22.7	-1.35	3.169e-63	1.545e-61	-0.42	3.456e-08	1.654e-07
AMFR	29.1	23	32.3	-0.11	0.1268	0.211	-0.3	2.859e-05	9.64e-05
NUDT21	63.6	54.6	74	-0.19	0.002745	0.0076	-0.32	2.545e-07	1.114e-06
OGFOD1	25.2	30.6	26.3	-0.04	0.5554	0.6703	0.19	0.005476	0.01264
BBS2	11.2	9.9	10.6	0.04	0.6266	0.7305	-0.01	0.8737	0.9084
MT2A	6825	6863.2	4274.2	0.65	7.937e-61	3.685e-59	0.7	2.357e-68	9.368e-67
MT1E	486.4	611	771.5	-0.66	1.72e-47	5.444e-46	-0.29	5.459e-11	3.336e-10
MT1M	10.4	25.9	165.9	-2.96	5.562e-282	4.422e-279	-2.18	7.895e-193	1.569e-190
MT1A	1.2	2.5	12.7	-0.88	2.583e-31	5.394e-30	-0.75	1.553e-23	1.891e-22
MT1F	0.6	2.1	4.8	-0.4	7.532e-12	6.118e-11	-0.24	0.0001478	0.0004502
